name,is_reserved,location_list,category_id,is_verified_user,highlighted_ad,is_super_ad,has_vin,has_whatsapp_number,category,created_at,permalink,auto_agent_id,is_coming_soon,site,can_chat,uuid,neighbourhood,id,has_phone_number,category_v2,is_featured_agent,added,cotd_on,is_premium,objectID,Trim,Year,Kilometers,Regional Specs,Doors,Body Type,Fuel Type,Seating Capacity,Transmission Type,Engine Capacity (cc),Extras,Horsepower,No. of Cylinders,Warranty,Exterior Color,Target Market,Price,Steering Side,Make,Model,Agent,Seller Type,updated_at,Technical Features,Interior Color,Age,Age_Kilometers,Kilometers_per_Year,Predicted_Price,price/expected_price
Renegade super clean 2020 34k only,False,"['UAE', 'Dubai', 'Al Nahda (Dubai)', 'Al Nahda 2']",1391,False,0,False,False,False,"['Cars', 'Jeep', 'Renegade']",1716301492,https://dubizzle.com/s/DOBEsMj,4629.0,False,Dubai,False,73b1e80d5eeb474a9a76fce14caf1249,Al Nahda 2,15938013,True,"['Motors', 'Cars', 'Jeep', 'Renegade']",False,1717061807,0,False,item:4:2:1391:15938013,Limited,2020,52045,American Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Keyless Entry', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,4,Yes,White,UAE (can be exported),34500,Left Hand,Jeep,Renegade,WALID AHMAD USED CARS.LLC SOLE PROPRIETORSHIP,Dealer,1717636955,['Front Wheel Drive'],Black,4,208180,13011.25,49472.168,0.6973618
Nissan rouge sport 2019 27k only,False,"['UAE', 'Dubai', 'Al Nahda (Dubai)', 'Al Nahda 2']",2503,False,0,False,False,False,"['Cars', 'Nissan', 'Rogue']",1714661613,https://dubizzle.com/s/DOBElwz,4629.0,False,Dubai,False,e5cceb541dcf4fb8914147281b6bca0f,Al Nahda 2,15913973,True,"['Motors', 'Cars', 'Nissan', 'Rogue']",False,1717061837,0,False,item:4:2:2503:15913973,Other,2019,69078,American Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Keyless Entry', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",100 - 199 HP,4,Yes,Blue,UAE (can be exported),27000,Left Hand,Nissan,Rogue,WALID AHMAD USED CARS.LLC SOLE PROPRIETORSHIP,Dealer,1717636955,['Front Wheel Drive'],Black,5,345390,13815.6,39629.86,0.68130445
Audi Q5 Quattro S Line 45TFSI  2016 Grey Single Owner Full Service history,False,"['UAE', 'Dubai', 'Dubai Hills Estate']",1755,False,0,False,False,True,"['Cars', 'Audi', 'Q5']",1716638134,https://dubizzle.com/s/DOBEt6W,4523.0,False,Dubai,True,3627ad15ae504330b419c850a8870d94,Dubai Hills Estate,15943074,True,"['Motors', 'Cars', 'Audi', 'Q5']",False,1717063689,0,False,item:4:2:1755:15943074,SQ5 Quattro,2016,107000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,1500 - 1999 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit', 'Roof Rack', 'Brush Guard', 'Winch', 'Spoiler', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,5,No,Grey,UAE (can be exported),65000,Left Hand,Audi,Q5,nan,Owner,1717636955,"['4 Wheel Drive', 'All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Brown,8,856000,13375.0,100025.49,0.64983433
Ford Focus 2016 Base Model GCC - Not Flooded - Good Condition,False,"['UAE', 'Dubai', 'Remraam']",1298,True,0,False,False,False,"['Cars', 'Ford', 'Focus']",1717343248,https://dubizzle.com/s/DOBEwQm,nan,False,Dubai,True,a6841a0c7db6463f96c85d4c2b69ddb8,Remraam,15953640,True,"['Motors', 'Cars', 'Ford', 'Focus']",False,1717343250,0,False,item:4:2:1298:15953640,Other,2016,167700,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Power Windows', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System']",100 - 199 HP,4,No,White,nan,14900,Left Hand,Ford,Focus,nan,Owner,1717637051,"['Front Wheel Drive', 'Power Steering']",Black,8,1341600,20962.5,23388.758,0.6370582
Well maintained passed from RTA 4 cylinder economic 2.0,False,"['UAE', 'Dubai', 'Al Qusais', 'Al Qusais Industrial Area', 'Al Qusais Industrial 5']",1989,False,1,False,False,False,"['Cars', 'Volkswagen', 'CC']",1717430639,https://dubizzle.com/s/DOBEwci,nan,False,Dubai,True,d130f18fb6a241e594e5d8e77ce8ac40,Al Qusais Industrial 5,15955000,True,"['Motors', 'Cars', 'Volkswagen', 'CC']",False,1717434376,0,False,item:4:2:1989:15955000,Other,2012,220000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,nan,100 - 199 HP,4,No,White,nan,9900,Left Hand,Volkswagen,CC,nan,Owner,1717639500,nan,Beige,12,2640000,18333.333333333332,19848.08,0.4987888
2015 Durango Limited V6 GCC,False,"['UAE', 'Dubai', 'Al Barsha', 'Al Barsha 2']",1283,False,0,False,False,False,"['Cars', 'Dodge', 'Durango']",1717586781,https://dubizzle.com/s/DOBExOc,nan,False,Dubai,True,bf18647f56cb49cba9d0f36eb0120d43,Al Barsha 2,15957350,True,"['Motors', 'Cars', 'Dodge', 'Durango']",False,1717587019,0,False,item:4:2:1283:15957350,Limited,2015,190000,GCC Specs,4 door,SUV,Petrol,7 Seater,Automatic Transmission,3000 - 3499 cc,nan,200 - 299 HP,6,No,Silver,nan,29000,Left Hand,Dodge,Durango,nan,Owner,1717645582,nan,Beige,9,1710000,21111.11111111111,46002.83,0.630396
kia sportage korea spec 2021 model,False,"['UAE', 'Dubai', 'Al Karama']",1399,False,0,False,False,False,"['Cars', 'Kia', 'Sportage']",1716202446,https://dubizzle.com/s/DOBErkA,nan,False,Dubai,True,ce1cf6b8eda342aab3ebdc7572b9c2bb,Al Karama,15936232,True,"['Motors', 'Cars', 'Kia', 'Sportage']",False,1717585021,0,False,item:4:2:1399:15936232,EX,2021,149381,Korean Specs,4 door,SUV,Petrol,4 Seater,Automatic Transmission,Unknown,nan,Unknown,4,Does not apply,Silver,nan,42000,Left Hand,Kia,Sportage,nan,Owner,1717645928,nan,Black,3,448143,49793.666666666664,65874.1,0.63757986
TOYOTA CAMRY 2015 MODEL GCC SPACE PETROL+CNG,False,"['UAE', 'Dubai', 'Al Qusais', 'Al Qusais Industrial Area', 'Al Qusais Industrial 5']",1586,False,0,False,False,True,"['Cars', 'Toyota', 'Camry']",1700739487,https://dubizzle.com/s/DOBEBvi,3710.0,False,Dubai,True,71e6c4a0c3d2445fb06dbc248ac60271,Al Qusais Industrial 5,15737070,True,"['Motors', 'Cars', 'Toyota', 'Camry']",False,1717258393,0,True,item:4:2:1586:15737070,Other,2015,197000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,Unknown,"['Power Windows', 'Power Locks', 'Air Conditioning', 'Heat', 'AM/FM Radio', 'Aux Audio In', 'Power Mirrors', 'Fog Lights', 'Parking Sensors']",Unknown,4,Does not apply,Silver,UAE (can be exported),20000,Left Hand,Toyota,Camry,Ardh Al Ahlam Used Cars TR,Dealer,1717646956,"['All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Front Airbags', 'Front Wheel Drive', 'Power Steering', 'Side Airbags']",Black,9,1773000,21888.88888888889,28611.234,0.6990261
RENAULT MEGAN GCC 2012,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 2']",1539,False,0,False,False,True,"['Cars', 'Renault', 'Megane']",1716129995,https://dubizzle.com/s/DOBEr4C,3225.0,False,Dubai,False,438f690ea3a14d3a8ea232b665743e44,Ras Al Khor Industrial 2,15935242,True,"['Motors', 'Cars', 'Renault', 'Megane']",False,1717636995,0,False,item:4:2:1539:15935242,Other,2012,145,GCC Specs,4 door,Hatchback,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,nan,100 - 199 HP,4,Does not apply,Red,UAE (can be exported),11000,Left Hand,Renault,Megane,Nasa Motors FZE,Dealer,1717647217,nan,nan,12,1740,12.083333333333334,-3878.0852,-2.8364513
Volkswagen Touareg Comfortline,False,"['UAE', 'Dubai', 'Al Mamzar']",1611,False,0,False,False,False,"['Cars', 'Volkswagen', 'Touareg']",1717082141,https://dubizzle.com/s/DOBEvUj,2763.0,False,Dubai,True,4cc12564b05f49529440d8354ccdf77d,Al Mamzar,15950041,True,"['Motors', 'Cars', 'Volkswagen', 'Touareg']",False,1717082182,0,False,item:4:2:1611:15950041,Comfortline,2020,69000,GCC Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,3000 - 3499 cc,"['Power Windows', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Racing Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Cassette Player', 'Aux Audio In', 'Satellite Radio', 'Navigation System', 'VHS Player', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Performance Tyres', 'Spoiler', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,No,Grey,UAE (can be exported),97000,Left Hand,Volkswagen,Touareg,Asan Motors - F.Z.E,Dealer,1717647315,"['4 Wheel Drive', 'Anti-Lock Brakes/ABS', 'Dual Exhaust', 'N2O System', 'Rear Wheel Drive']",Black,4,276000,17250.0,156826.08,0.6185196
REDUCED PRICE 2019 Nissan Patrol V8 4x4 U.S. Specs,False,"['UAE', 'Dubai', 'The Meadows', 'The Meadows 6']",1506,False,0,False,False,False,"['Cars', 'Nissan', 'Patrol']",1716237934,https://dubizzle.com/s/DOBErw6,nan,False,Dubai,True,6a27a6fdb75e4037afff907d9a10326a,The Meadows 6,15937008,True,"['Motors', 'Cars', 'Nissan', 'Patrol']",False,1717620425,0,False,item:4:2:1506:15937008,Other,2019,88700,American Specs,5+ doors,SUV,Petrol,7 Seater,Automatic Transmission,nan,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'CD Player', 'DVD Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Wheels/Rims', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,8,No,Grey,nan,70000,Left Hand,Nissan,Patrol,nan,Owner,1717647429,"['4 Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Power Steering', 'Side Airbags']",nan,5,443500,17740.0,109112.3,0.6415409
Dodge charger V6 2013 GCC,False,"['UAE', 'Dubai', 'Al Warqaa', 'Al Warqaa 1']",1277,True,0,False,False,False,"['Cars', 'Dodge', 'Charger']",1716227673,https://dubizzle.com/s/DOBEruX,nan,False,Dubai,True,657ba51678464527a31d8654f42627eb,Al Warqaa 1,15936875,True,"['Motors', 'Cars', 'Dodge', 'Charger']",False,1717610125,0,False,item:4:2:1277:15936875,SE Sport,2013,192000,GCC Specs,4 door,Sedan,Petrol,4 Seater,Automatic Transmission,3000 - 3499 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Seats', 'Air Conditioning', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Body Kit', 'Parking Sensors']",300 - 399 HP,6,Does not apply,Red,nan,19000,Left Hand,Dodge,Charger,nan,Owner,1717647550,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Beige,11,2112000,17454.545454545456,27142.957,0.6999974
Porche cayenne S urgently sale,False,"['UAE', 'Dubai', 'Al Garhoud', 'Al Garhoud Complex']",1536,False,0,False,False,False,"['Cars', 'Porsche', 'Cayenne']",1712001407,https://dubizzle.com/s/DOBEe1Z,4328.0,False,Dubai,False,2866df83953f4a6096dd5e643da603a9,Al Garhoud Complex,15885107,True,"['Motors', 'Cars', 'Porsche', 'Cayenne']",False,1717596075,0,False,item:4:2:1536:15885107,S,2014,114000,GCC Specs,4 door,SUV,Petrol,nan,Automatic Transmission,nan,nan,300 - 399 HP,8,No,White,UAE (can be exported),50000,Left Hand,Porsche,Cayenne,NAD AL SHEBA CAR EXIBITION L.L.C SOLE PROPRITORSHIP,Dealer,1717647848,nan,Beige,10,1140000,11400.0,76560.83,0.65307546
BMW X5 - V8 Engine - M-Package - GCC - Original Paint - Panoramic Roof - Apple Carplay - Rear DVD,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",1218,True,0,False,False,True,"['Cars', 'BMW', 'X5']",1715159153,https://dubizzle.com/s/DOBEniM,3783.0,False,Dubai,False,574fcb2bb0524f4c83ea35755f811baf,Ras Al Khor Industrial 3,15920744,True,"['Motors', 'Cars', 'BMW', 'X5']",False,1717165821,0,True,item:4:2:1218:15920744,xDrive50i M Sport,2014,150000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,nan,nan,400 - 499 HP,8,Does not apply,White,UAE (can be exported),59000,Left Hand,BMW,X5,Bulk Used Cars Trading L.L.C (Branch),Dealer,1717647919,nan,Brown,10,1500000,15000.0,88738.17,0.66487736
Mercedes-Benz E250 GCC Cabrio / Under Warranty,False,"['UAE', 'Dubai', 'Palm Jumeirah']",1469,False,0,False,False,False,"['Cars', 'Mercedes-Benz', 'E-Class']",1715410097,https://dubizzle.com/s/DOBEofJ,nan,False,Dubai,True,707e6a10ab194543bcf45ebefdfa67c8,Palm Jumeirah,15924399,True,"['Motors', 'Cars', 'Mercedes-Benz', 'E-Class']",False,1717397500,0,False,item:4:2:1469:15924399,E 250 CGI,2013,212000,GCC Specs,2 door,Soft Top Convertible,Petrol,4 Seater,Automatic Transmission,Unknown,"['Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Parking Sensors']",Unknown,Unknown,No,Black,nan,20000,Left Hand,Mercedes-Benz,E-Class,nan,Owner,1717648001,nan,nan,11,2332000,19272.727272727272,35103.69,0.56974065
السيارة 2014 . خليجي . بحالة فوق فوق الممتازة  ضمان جير وشاصي وماكينة,False,"['UAE', 'Dubai', 'Al Warqaa', 'Al Warqaa 1']",1304,False,0,False,False,False,"['Cars', 'Ford', 'Edge']",1706673534,https://dubizzle.com/s/DOBEWCp,3556.0,False,Dubai,False,68f47ee97a3846f0a67dd7b8baaea91a,Al Warqaa 1,15814391,True,"['Motors', 'Cars', 'Ford', 'Edge']",False,1717059212,0,False,item:4:2:1304:15814391,Other,2014,159000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,Unknown,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit', 'Brush Guard', 'Winch', 'Spoiler', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",400 - 499 HP,6,No,Black,UAE (can be exported),17500,Left Hand,Ford,Edge,nan,Owner,1717648320,"['4 Wheel Drive', 'All Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'N2O System', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Beige,10,1590000,15900.0,31872.77,0.549058
DODGE CHARGER HEMI/2018/DAYTONA/ACCIDENT FREE/GCC,False,"['UAE', 'Dubai', 'Dubai Residence Complex']",1277,False,0,False,False,False,"['Cars', 'Dodge', 'Charger']",1716908091,https://dubizzle.com/s/DOBEudv,nan,False,Dubai,True,44495254c9fc4eab8f7454f816329c0f,Dubai Residence Complex,15947387,True,"['Motors', 'Cars', 'Dodge', 'Charger']",False,1716908735,0,False,item:4:2:1277:15947387,Daytona,2018,160000,GCC Specs,4 door,Sports Car,Petrol,4 Seater,Automatic Transmission,4000+ cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Racing Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Spoiler', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",400 - 499 HP,8,No,Red,nan,76000,Left Hand,Dodge,Charger,nan,Owner,1717648579,"['All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags']",Black,6,960000,26666.666666666668,118012.836,0.6439977
Renault Talisman Tce Turbo,False,"['UAE', 'Dubai']",2553,True,0,False,False,False,"['Cars', 'Renault', 'Talisman']",1715404329,https://dubizzle.com/s/DOBEodn,nan,False,Dubai,True,62d5f7b206c84e4c9f81177261fcb793,Dubai,15924315,True,"['Motors', 'Cars', 'Renault', 'Talisman']",False,1716786733,0,False,item:4:2:2553:15924315,Other,2017,103000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,nan,"['Keyless Entry', 'Climate Control', 'Premium Sound System', 'Navigation System', 'Parking Sensors', 'Rear View Camera']",Unknown,4,No,Silver,nan,29500,Left Hand,Renault,Talisman,nan,Owner,1717648628,['Front Wheel Drive'],Beige,7,721000,14714.285714285714,46165.004,0.63901216
Jeep grand Cherokee,False,"['UAE', 'Dubai', 'Deira', 'Al Rigga']",1389,True,0,False,False,False,"['Cars', 'Jeep', 'Grand Cherokee']",1715507290,https://dubizzle.com/s/DOBEpDQ,nan,False,Dubai,True,23a14ac15b21450aa9d7aa3bba7aa7bd,Al Rigga,15925894,True,"['Motors', 'Cars', 'Jeep', 'Grand Cherokee']",False,1716889833,0,False,item:4:2:1389:15925894,Limited,2012,252000,American Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,3500 - 3999 cc,nan,300 - 399 HP,6,No,Grey,nan,18000,Left Hand,Jeep,Grand Cherokee,nan,Owner,1717670915,nan,Black,12,3024000,21000.0,25842.908,0.69651604
Clean,False,"['UAE', 'Dubai', 'Dubai Marina']",1346,False,0,False,False,False,"['Cars', 'Hyundai', 'Sonata']",1715011080,https://dubizzle.com/s/DOBEnLZ,nan,False,Dubai,True,029e635abc694872ad955f6780ecff31,Dubai Marina,15918711,True,"['Motors', 'Cars', 'Hyundai', 'Sonata']",False,1716393616,0,False,item:4:2:1346:15918711,Sport,2018,82850,GCC Specs,4 door,Sedan,Hybrid,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Keyless Entry', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Parking Sensors']",200 - 299 HP,4,No,Beige,nan,28000,Left Hand,Hyundai,Sonata,nan,Owner,1717670926,['Front Wheel Drive'],nan,6,497100,13808.333333333334,49309.03,0.5678473
For Immediate and Direct Sale 2018 Nissan Altima,False,"['UAE', 'Dubai']",1498,True,1,False,False,False,"['Cars', 'Nissan', 'Altima']",1717246765,https://dubizzle.com/s/DOBEvvi,nan,False,Dubai,True,5f96b9475c4442448088c4aa835e418d,Dubai,15952334,True,"['Motors', 'Cars', 'Nissan', 'Altima']",False,1717249143,0,False,item:4:2:1498:15952334,SL,2018,126000,American Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,500 - 999 cc,"['Keyless Entry', 'Keyless Start', 'Air Conditioning', 'AM/FM Radio', 'DVD Player', 'Bluetooth System', 'Rear View Camera']",Unknown,4,No,White,nan,22300,Left Hand,Nissan,Altima,nan,Owner,1717675169,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Side Airbags']",Black,6,756000,21000.0,32410.148,0.6880561
CLS 63 AMG GCC URGENT,False,"['UAE', 'Dubai', 'Downtown Dubai']",1468,True,1,False,False,False,"['Cars', 'Mercedes-Benz', 'CLS-Class']",1717232390,https://dubizzle.com/s/DOBEvpy,nan,False,Dubai,True,0dde478cbefd4958a65a9335a845ba86,Downtown Dubai,15951978,True,"['Motors', 'Cars', 'Mercedes-Benz', 'CLS-Class']",False,1717234988,0,False,item:4:2:1468:15951978,CLS 63 AMG,2009,183000,GCC Specs,4 door,Sports Car,Petrol,4 Seater,Automatic Transmission,Unknown,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit', 'Roof Rack', 'Brush Guard', 'Winch', 'Spoiler', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",700 - 799 HP,8,Does not apply,Black,nan,29500,Left Hand,Mercedes-Benz,CLS-Class,nan,Owner,1717675403,"['4 Wheel Drive', 'All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",nan,15,2745000,12200.0,48023.832,0.6142783
EXTRA CLEAN BMW 330I ( E46) 2005 JAPAN IMPORTED,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 1']",1204,False,0,False,False,True,"['Cars', 'BMW', '3-Series']",1715688040,https://dubizzle.com/s/DOBEpms,4447.0,False,Dubai,False,f556b25e3067450ab44a98c5b419b3eb,Ras Al Khor Industrial 1,15928722,True,"['Motors', 'Cars', 'BMW', '3-Series']",False,1717657998,0,False,item:4:2:1204:15928722,330i,2005,85000,Japanese Specs,4 door,Sedan,Petrol,4 Seater,Automatic Transmission,2500 - 2999 cc,nan,Unknown,6,Does not apply,Blue,UAE (can be exported),17000,Left Hand,BMW,3-Series,Haroon Sharif Motors FZE,Dealer,1717679843,nan,Black,19,1615000,4473.684210526316,28337.164,0.5999189
Chery tiggo 3 Gearbox need repair,False,"['UAE', 'Dubai', 'Al Quoz', 'Al Quoz 1']",2393,False,0,False,False,True,"['Cars', 'Chery', 'Tiggo 3']",1715193640,https://dubizzle.com/s/DOBEnvI,5459.0,False,Dubai,True,bedebd948b02498aa80222f81d636860,Al Quoz 1,15921546,True,"['Motors', 'Cars', 'Chery', 'Tiggo 3']",False,1715193640,0,False,item:4:2:2393:15921546,2.0 DVVT CVT (Luxury),2015,124000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Roof Rack', 'Parking Sensors']",Unknown,4,Does not apply,Silver,UAE (can be exported),9000,Left Hand,Chery,Tiggo 3,nan,Owner,1717683166,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Side Airbags', 'Tiptronic Gears']",Black,9,1116000,13777.777777777777,16956.992,0.5307545
Audi A6 2014 GCC. 2.0 Turbo 2000 cc,False,"['UAE', 'Dubai', 'Nad Al Hamar']",1188,False,0,False,False,False,"['Cars', 'Audi', 'A6']",1716974878,https://dubizzle.com/s/DOBEurB,nan,False,Dubai,True,6b13155ce1a9470a97627ebb4e36a466,Nad Al Hamar,15948199,True,"['Motors', 'Cars', 'Audi', 'A6']",False,1716975128,0,False,item:4:2:1188:15948199,Standard,2014,259000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Keyless Start', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'CD Player', 'Fog Lights', 'Parking Sensors']",200 - 299 HP,4,Does not apply,White,nan,19000,Left Hand,Audi,A6,nan,Owner,1717684031,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags']",Brown,10,2590000,25900.0,31420.219,0.60470617
